glyph_index	text_code	char
0x0bca	0x09ca	킵
0x0bcb	0x09cb	킷
0x0bcc	0x09cc	킹
0x0bcd	0x09cd	타
0x0bce	0x09ce	탁
0x0bcf	0x09cf	탄
0x0bd0	0x09d0	탈
0x0bd1	0x09d1	탉
0x0bd2	0x09d2	탐
0x0bd3	0x09d3	탑
0x0bd4	0x09d4	탓
0x0bd5	0x09d5	탔
0x0bd6	0x09d6	탕
0x0bd7	0x09d7	태
0x0bd8	0x09d8	택
0x0bd9	0x09d9	탠
0x0bda	0x09da	탤
0x0bdb	0x09db	탬
0x0bdc	0x09dc	탭
0x0bdd	0x09dd	탯
0x0bde	0x09de	탰
0x0bdf	0x09df	탱
0x0be0	0x09e0	탸
0x0be1	0x09e1	턍
0x0be2	0x09e2	터
0x0be3	0x09e3	턱
0x0be4	0x09e4	턴
0x0be5	0x09e5	털
0x0be6	0x09e6	턺
0x0be7	0x09e7	텀
0x0be8	0x09e8	텁
0x0be9	0x09e9	텃
0x0bea	0x09ea	텄
0x0beb	0x09eb	텅
0x0bec	0x09ec	테
0x0bed	0x09ed	텍
0x0bee	0x09ee	텐
0x0bef	0x09ef	텔
0x0bf0	0x09f0	템
0x0bf1	0x09f1	텝
0x0bf2	0x09f2	텟
0x0bf3	0x09f3	텡
0x0bf4	0x09f4	텨
0x0bf5	0x09f5	텬
0x0bf6	0x09f6	텼
0x0bf7	0x09f7	톄
0x0bf8	0x09f8	톈
0x0bf9	0x09f9	토
0x0bfa	0x09fa	톡
0x0bfb	0x09fb	톤
0x0bfc	0x09fc	톨
0x0bfd	0x09fd	톰
0x0bfe	0x09fe	톱
0x0bff	0x09ff	톳
0x0c00	0x0a00	통
0x0c01	0x0a01	톺
0x0c02	0x0a02	톼
0x0c03	0x0a03	퇀
0x0c04	0x0a04	퇘
0x0c05	0x0a05	퇴
0x0c06	0x0a06	퇸
0x0c07	0x0a07	툇
0x0c08	0x0a08	툉
0x0c09	0x0a09	툐
0x0c0a	0x0a0a	투
0x0c0b	0x0a0b	툭
0x0c0c	0x0a0c	툰
0x0c0d	0x0a0d	툴
0x0c0e	0x0a0e	툼
0x0c0f	0x0a0f	툽
0x0c10	0x0a10	툿
0x0c11	0x0a11	퉁
0x0c12	0x0a12	퉈
0x0c13	0x0a13	퉜
0x0c14	0x0a14	퉤
0x0c15	0x0a15	튀
0x0c16	0x0a16	튁
0x0c17	0x0a17	튄
0x0c18	0x0a18	튈
0x0c19	0x0a19	튐
0x0c1a	0x0a1a	튑
0x0c1b	0x0a1b	튕
0x0c1c	0x0a1c	튜
0x0c1d	0x0a1d	튠
0x0c1e	0x0a1e	튤
0x0c1f	0x0a1f	튬
0x0c20	0x0a20	튱
0x0c21	0x0a21	트
0x0c22	0x0a22	특
0x0c23	0x0a23	튼
0x0c24	0x0a24	튿
0x0c25	0x0a25	틀
0x0c26	0x0a26	틂
0x0c27	0x0a27	틈
0x0c28	0x0a28	틉
0x0c29	0x0a29	틋
0x0c2a	0x0a2a	틔
0x0c2b	0x0a2b	틘
0x0c2c	0x0a2c	틜
0x0c2d	0x0a2d	틤
0x0c2e	0x0a2e	틥
0x0c2f	0x0a2f	티
0x0c30	0x0a30	틱
0x0c31	0x0a31	틴
0x0c32	0x0a32	틸
0x0c33	0x0a33	팀
0x0c34	0x0a34	팁
0x0c35	0x0a35	팃
0x0c36	0x0a36	팅
0x0c37	0x0a37	파
0x0c38	0x0a38	팍
0x0c39	0x0a39	팎
0x0c3a	0x0a3a	판
0x0c3b	0x0a3b	팔
0x0c3c	0x0a3c	팖
0x0c3d	0x0a3d	팜
0x0c3e	0x0a3e	팝
0x0c3f	0x0a3f	팟
0x0c40	0x0a40	팠
0x0c41	0x0a41	팡
0x0c42	0x0a42	팥
0x0c43	0x0a43	패
0x0c44	0x0a44	팩
0x0c45	0x0a45	팬
0x0c46	0x0a46	팰
0x0c47	0x0a47	팸
0x0c48	0x0a48	팹
0x0c49	0x0a49	팻
0x0c4a	0x0a4a	팼
0x0c4b	0x0a4b	팽
0x0c4c	0x0a4c	퍄
0x0c4d	0x0a4d	퍅
0x0c4e	0x0a4e	퍼
0x0c4f	0x0a4f	퍽
0x0c50	0x0a50	펀
0x0c51	0x0a51	펄
0x0c52	0x0a52	펌
0x0c53	0x0a53	펍
0x0c54	0x0a54	펏
0x0c55	0x0a55	펐
0x0c56	0x0a56	펑
0x0c57	0x0a57	페
0x0c58	0x0a58	펙
0x0c59	0x0a59	펜
0x0c5a	0x0a5a	펠
0x0c5b	0x0a5b	펨
0x0c5c	0x0a5c	펩
0x0c5d	0x0a5d	펫
0x0c5e	0x0a5e	펭
0x0c5f	0x0a5f	펴
0x0c60	0x0a60	편
0x0c61	0x0a61	펼
0x0c62	0x0a62	폄
0x0c63	0x0a63	폅
0x0c64	0x0a64	폈
0x0c65	0x0a65	평
0x0c66	0x0a66	폐
0x0c67	0x0a67	폘
0x0c68	0x0a68	폡
0x0c69	0x0a69	폣
0x0c6a	0x0a6a	포
0x0c6b	0x0a6b	폭
0x0c6c	0x0a6c	폰
0x0c6d	0x0a6d	폴
0x0c6e	0x0a6e	폼
0x0c6f	0x0a6f	폽
0x0c70	0x0a70	폿
0x0c71	0x0a71	퐁
0x0c72	0x0a72	퐈
0x0c73	0x0a73	퐝
0x0c74	0x0a74	푀
0x0c75	0x0a75	푄
0x0c76	0x0a76	표
0x0c77	0x0a77	푠
0x0c78	0x0a78	푤
0x0c79	0x0a79	푭
0x0c7a	0x0a7a	푯
0x0c7b	0x0a7b	푸
0x0c7c	0x0a7c	푹
0x0c7d	0x0a7d	푼
0x0c7e	0x0a7e	푿
0x0c7f	0x0a7f	풀
0x0c80	0x0a80	풂
0x0c81	0x0a81	품
0x0c82	0x0a82	풉
0x0c83	0x0a83	풋
0x0c84	0x0a84	풍
0x0c85	0x0a85	풔
0x0c86	0x0a86	풩
0x0c87	0x0a87	퓌
0x0c88	0x0a88	퓐
0x0c89	0x0a89	퓔
0x0c8a	0x0a8a	퓜
0x0c8b	0x0a8b	퓟
0x0c8c	0x0a8c	퓨
0x0c8d	0x0a8d	퓬
0x0c8e	0x0a8e	퓰
0x0c8f	0x0a8f	퓸
0x0c90	0x0a90	퓻
0x0c91	0x0a91	퓽
0x0c92	0x0a92	프
0x0c93	0x0a93	픈
0x0c94	0x0a94	플
0x0c95	0x0a95	픔
0x0c96	0x0a96	픕
0x0c97	0x0a97	픗
0x0c98	0x0a98	피
0x0c99	0x0a99	픽
0x0c9a	0x0a9a	핀
0x0c9b	0x0a9b	필
0x0c9c	0x0a9c	핌
0x0c9d	0x0a9d	핍
0x0c9e	0x0a9e	핏
0x0c9f	0x0a9f	핑
0x0ca0	0x0aa0	하
0x0ca1	0x0aa1	학
0x0ca2	0x0aa2	한
0x0ca3	0x0aa3	할
0x0ca4	0x0aa4	핥
0x0ca5	0x0aa5	함
0x0ca6	0x0aa6	합
0x0ca7	0x0aa7	핫
0x0ca8	0x0aa8	항
0x0ca9	0x0aa9	해
0x0caa	0x0aaa	핵
0x0cab	0x0aab	핸
0x0cac	0x0aac	핼
0x0cad	0x0aad	햄
0x0cae	0x0aae	햅
0x0caf	0x0aaf	햇
0x0cb0	0x0ab0	했
0x0cb1	0x0ab1	행
0x0cb2	0x0ab2	햐
0x0cb3	0x0ab3	향
0x0cb4	0x0ab4	허
0x0cb5	0x0ab5	헉
0x0cb6	0x0ab6	헌
0x0cb7	0x0ab7	헐
0x0cb8	0x0ab8	헒
0x0cb9	0x0ab9	험
0x0cba	0x0aba	헙
0x0cbb	0x0abb	헛
0x0cbc	0x0abc	헝
0x0cbd	0x0abd	헤
0x0cbe	0x0abe	헥
0x0cbf	0x0abf	헨
0x0cc0	0x0ac0	헬
0x0cc1	0x0ac1	헴
0x0cc2	0x0ac2	헵
0x0cc3	0x0ac3	헷
0x0cc4	0x0ac4	헹
0x0cc5	0x0ac5	혀
0x0cc6	0x0ac6	혁
0x0cc7	0x0ac7	현
0x0cc8	0x0ac8	혈
0x0cc9	0x0ac9	혐
0x0cca	0x0aca	협
0x0ccb	0x0acb	혓
0x0ccc	0x0acc	혔
0x0ccd	0x0acd	형
0x0cce	0x0ace	혜
0x0ccf	0x0acf	혠
0x0cd0	0x0ad0	혤
0x0cd1	0x0ad1	혭
0x0cd2	0x0ad2	호
0x0cd3	0x0ad3	혹
0x0cd4	0x0ad4	혼
0x0cd5	0x0ad5	홀
0x0cd6	0x0ad6	홅
0x0cd7	0x0ad7	홈
0x0cd8	0x0ad8	홉
0x0cd9	0x0ad9	홋
0x0cda	0x0ada	홍
0x0cdb	0x0adb	홑
0x0cdc	0x0adc	화
0x0cdd	0x0add	확
0x0cde	0x0ade	환
0x0cdf	0x0adf	활
0x0ce0	0x0ae0	홧
0x0ce1	0x0ae1	황
0x0ce2	0x0ae2	홰
0x0ce3	0x0ae3	홱
0x0ce4	0x0ae4	홴
0x0ce5	0x0ae5	횃
0x0ce6	0x0ae6	횅
0x0ce7	0x0ae7	회
0x0ce8	0x0ae8	획
0x0ce9	0x0ae9	횐
0x0cea	0x0aea	횔
0x0ceb	0x0aeb	횝
0x0cec	0x0aec	횟
0x0ced	0x0aed	횡
0x0cee	0x0aee	효
0x0cef	0x0aef	횬
0x0cf0	0x0af0	횰
0x0cf1	0x0af1	횹
0x0cf2	0x0af2	횻
0x0cf3	0x0af3	후
0x0cf4	0x0af4	훅
0x0cf5	0x0af5	훈
0x0cf6	0x0af6	훌
0x0cf7	0x0af7	훑
0x0cf8	0x0af8	훔
0x0cf9	0x0af9	훗
0x0cfa	0x0afa	훙
0x0cfb	0x0afb	훠
0x0cfc	0x0afc	훤
0x0cfd	0x0afd	훨
0x0cfe	0x0afe	훰
0x0cff	0x0aff	훵
0x0d00	0x0b00	훼
0x0d01	0x0b01	훽
0x0d02	0x0b02	휀
0x0d03	0x0b03	휄
0x0d04	0x0b04	휑
0x0d05	0x0b05	휘
0x0d06	0x0b06	휙
0x0d07	0x0b07	휜
0x0d08	0x0b08	휠
0x0d09	0x0b09	휨
0x0d0a	0x0b0a	휩
0x0d0b	0x0b0b	휫
0x0d0c	0x0b0c	휭
0x0d0d	0x0b0d	휴
0x0d0e	0x0b0e	휵
0x0d0f	0x0b0f	휸
0x0d10	0x0b10	휼
0x0d11	0x0b11	흄
0x0d12	0x0b12	흇
0x0d13	0x0b13	흉
0x0d14	0x0b14	흐
0x0d15	0x0b15	흑
0x0d16	0x0b16	흔
0x0d17	0x0b17	흖
0x0d18	0x0b18	흗
0x0d19	0x0b19	흘
0x0d1a	0x0b1a	흙
0x0d1b	0x0b1b	흠
0x0d1c	0x0b1c	흡
0x0d1d	0x0b1d	흣
0x0d1e	0x0b1e	흥
0x0d1f	0x0b1f	흩
0x0d20	0x0b20	희
0x0d21	0x0b21	흰
0x0d22	0x0b22	흴
0x0d23	0x0b23	흼
0x0d24	0x0b24	흽
0x0d25	0x0b25	힁
0x0d26	0x0b26	히
0x0d27	0x0b27	힉
0x0d28	0x0b28	힌
0x0d29	0x0b29	힐
0x0d2a	0x0b2a	힘
0x0d2b	0x0b2b	힙
0x0d2c	0x0b2c	힛
0x0d2d	0x0b2d	힝
